"INSTITUCIONET E ARSIMIT
 TE LARTE PUBLIK",FAKULTETI,ID E PROGRAMIT TË  STUDIMIT ,"EMERTIMI I PROGRAMIT
 TË  STUDIMIT ",INDEKSI I PROFILIT,LLOJI SHKOLLES,KOEFICIENTET
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 188 , Financë ,4,SEKSION DY GJUHËSH SHQIP-ITALISHT,1.4
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 188 , Financë ,5,SEKSION DY GJUHËSH SHQIP-GJERMANISHT,1.4
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 188 , Financë ,6,GJIMNAZ GJUHËSOR,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 188 , Financë ,7,SHKOLLË ARTISTIKE/KOREOGRAFIKE,1.1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 188 , Financë ,8,SHKOLLË SPORTIVE,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 188 , Financë ,9,SHKOLLË PEDAGOGJIKE,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 188 , Financë ,10,HOTELERI-TURIZËM,1.2
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 188 , Financë ,11,SHËRBIME MJETESH TRANSPORTI,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 188 , Financë ,12,MEKANIKË,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 188 , Financë ,13,ELEKTROTEKNIKË,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 188 , Financë ,14,ELEKTRONIKË,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 188 , Financë ,15,PËRPUNIM DRURI,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 188 , Financë ,16,NDËRTIM,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 188 , Financë ,17,TEKSTIL-KONFEKSIONE,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 188 , Financë ,18,TEKNOLOGJI USHQIMORE,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 188 , Financë ,19,BUJQËSI,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 188 , Financë ,20,SHËRBIME SOCIALE DHE SHËNDETSORE,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 188 , Financë ,21,VETERINARI,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 188 , Financë ,22,GJEODEZI,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 188 , Financë ,23,INSTALUES I SISTEMEVE TERMOHIDRAULIKE ,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 188 , Financë ,24,LLOGARI,1.4
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 188 , Financë ,25,SHËRBIME BANKARE,1.4
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 188 , Financë ,26,ADMINSITRIM BIZNESI ,1.4
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 188 , Financë ,27,RRJETE TË DHËNASH,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 188 , Financë ,28,MBËSHTETJE E PËRDORUESVE TË TIK,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 188 , Financë ,29,ELEKTRONIK NË TEKNOLOGJINË E AUTOMATIZIMIT ,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 188 , Financë ,30,SILVIKULTURË,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 188 , Financë ,31,"HARRY FULTZ, BIZNES",1.4
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 188 , Financë ,32,"HARRY FULTZ, ELEKTRONIKË",1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 188 , Financë ,33,"HARRY FULTZ, AUTOMEKANIK",1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 188 , Financë ,34,PETER MAHRINGER TEKNOLOGJI INFORMACIONI,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 188 , Financë ,35,PROFILI IM S'ËSHTË NË LISTË,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 189 , Kontabilitet ,1,GJIMNAZ,1.4
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 189 , Kontabilitet ,2,GJIMNAZ ME KOHË TË SHKURTUAR,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 189 , Kontabilitet ,3,SEKSION DY GJUHËSH SHQIP-FRËNGJISHT,1.4
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 189 , Kontabilitet ,4,SEKSION DY GJUHËSH SHQIP-ITALISHT,1.4
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 189 , Kontabilitet ,5,SEKSION DY GJUHËSH SHQIP-GJERMANISHT,1.4
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 189 , Kontabilitet ,6,GJIMNAZ GJUHËSOR,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 189 , Kontabilitet ,7,SHKOLLË ARTISTIKE/KOREOGRAFIKE,1.1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 189 , Kontabilitet ,8,SHKOLLË SPORTIVE,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 189 , Kontabilitet ,9,SHKOLLË PEDAGOGJIKE,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 189 , Kontabilitet ,10,HOTELERI-TURIZËM,1.2
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 189 , Kontabilitet ,11,SHËRBIME MJETESH TRANSPORTI,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 189 , Kontabilitet ,12,MEKANIKË,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 189 , Kontabilitet ,13,ELEKTROTEKNIKË,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 189 , Kontabilitet ,14,ELEKTRONIKË,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 189 , Kontabilitet ,15,PËRPUNIM DRURI,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 189 , Kontabilitet ,16,NDËRTIM,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 189 , Kontabilitet ,17,TEKSTIL-KONFEKSIONE,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 189 , Kontabilitet ,18,TEKNOLOGJI USHQIMORE,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 189 , Kontabilitet ,19,BUJQËSI,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 189 , Kontabilitet ,20,SHËRBIME SOCIALE DHE SHËNDETSORE,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 189 , Kontabilitet ,21,VETERINARI,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 189 , Kontabilitet ,22,GJEODEZI,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 189 , Kontabilitet ,23,INSTALUES I SISTEMEVE TERMOHIDRAULIKE ,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 189 , Kontabilitet ,24,LLOGARI,1.4
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 189 , Kontabilitet ,25,SHËRBIME BANKARE,1.4
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 189 , Kontabilitet ,26,ADMINSITRIM BIZNESI ,1.4
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 189 , Kontabilitet ,27,RRJETE TË DHËNASH,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 189 , Kontabilitet ,28,MBËSHTETJE E PËRDORUESVE TË TIK,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 189 , Kontabilitet ,29,ELEKTRONIK NË TEKNOLOGJINË E AUTOMATIZIMIT ,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 189 , Kontabilitet ,30,SILVIKULTURË,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 189 , Kontabilitet ,31,"HARRY FULTZ, BIZNES",1.4
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 189 , Kontabilitet ,32,"HARRY FULTZ, ELEKTRONIKË",1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 189 , Kontabilitet ,33,"HARRY FULTZ, AUTOMEKANIK",1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 189 , Kontabilitet ,34,PETER MAHRINGER TEKNOLOGJI INFORMACIONI,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 189 , Kontabilitet ,35,PROFILI IM S'ËSHTË NË LISTË,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 190 , Marketing ,1,GJIMNAZ,1.4
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 190 , Marketing ,2,GJIMNAZ ME KOHË TË SHKURTUAR,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 190 , Marketing ,3,SEKSION DY GJUHËSH SHQIP-FRËNGJISHT,1.4
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 190 , Marketing ,4,SEKSION DY GJUHËSH SHQIP-ITALISHT,1.4
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 190 , Marketing ,5,SEKSION DY GJUHËSH SHQIP-GJERMANISHT,1.4
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 190 , Marketing ,6,GJIMNAZ GJUHËSOR,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 190 , Marketing ,7,SHKOLLË ARTISTIKE/KOREOGRAFIKE,1.1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 190 , Marketing ,8,SHKOLLË SPORTIVE,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 190 , Marketing ,9,SHKOLLË PEDAGOGJIKE,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 190 , Marketing ,10,HOTELERI-TURIZËM,1.3
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 190 , Marketing ,11,SHËRBIME MJETESH TRANSPORTI,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 190 , Marketing ,12,MEKANIKË,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 190 , Marketing ,13,ELEKTROTEKNIKË,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 190 , Marketing ,14,ELEKTRONIKË,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 190 , Marketing ,15,PËRPUNIM DRURI,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 190 , Marketing ,16,NDËRTIM,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 190 , Marketing ,17,TEKSTIL-KONFEKSIONE,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 190 , Marketing ,18,TEKNOLOGJI USHQIMORE,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 190 , Marketing ,19,BUJQËSI,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 190 , Marketing ,20,SHËRBIME SOCIALE DHE SHËNDETSORE,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 190 , Marketing ,21,VETERINARI,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 190 , Marketing ,22,GJEODEZI,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 190 , Marketing ,23,INSTALUES I SISTEMEVE TERMOHIDRAULIKE ,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 190 , Marketing ,24,LLOGARI,1.4
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 190 , Marketing ,25,SHËRBIME BANKARE,1.3
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 190 , Marketing ,26,ADMINSITRIM BIZNESI ,1.4
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 190 , Marketing ,27,RRJETE TË DHËNASH,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 190 , Marketing ,28,MBËSHTETJE E PËRDORUESVE TË TIK,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 190 , Marketing ,29,ELEKTRONIK NË TEKNOLOGJINË E AUTOMATIZIMIT ,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 190 , Marketing ,30,SILVIKULTURË,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 190 , Marketing ,31,"HARRY FULTZ, BIZNES",1.4
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 190 , Marketing ,32,"HARRY FULTZ, ELEKTRONIKË",1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 190 , Marketing ,33,"HARRY FULTZ, AUTOMEKANIK",1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 190 , Marketing ,34,PETER MAHRINGER TEKNOLOGJI INFORMACIONI,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI EKONOMIK, 190 , Marketing ,35,PROFILI IM S'ËSHTË NË LISTË,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 191 , Mësuesi për Arsimin Fillor ,1,GJIMNAZ,1.4
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 191 , Mësuesi për Arsimin Fillor ,2,GJIMNAZ ME KOHË TË SHKURTUAR,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 191 , Mësuesi për Arsimin Fillor ,3,SEKSION DY GJUHËSH SHQIP-FRËNGJISHT,1.4
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 191 , Mësuesi për Arsimin Fillor ,4,SEKSION DY GJUHËSH SHQIP-ITALISHT,1.4
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 191 , Mësuesi për Arsimin Fillor ,5,SEKSION DY GJUHËSH SHQIP-GJERMANISHT,1.4
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 191 , Mësuesi për Arsimin Fillor ,6,GJIMNAZ GJUHËSOR,1.2
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 191 , Mësuesi për Arsimin Fillor ,7,SHKOLLË ARTISTIKE/KOREOGRAFIKE,1.1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 191 , Mësuesi për Arsimin Fillor ,8,SHKOLLË SPORTIVE,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 191 , Mësuesi për Arsimin Fillor ,9,SHKOLLË PEDAGOGJIKE,1.4
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 191 , Mësuesi për Arsimin Fillor ,10,HOTELERI-TURIZËM,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 191 , Mësuesi për Arsimin Fillor ,11,SHËRBIME MJETESH TRANSPORTI,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 191 , Mësuesi për Arsimin Fillor ,12,MEKANIKË,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 191 , Mësuesi për Arsimin Fillor ,13,ELEKTROTEKNIKË,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 191 , Mësuesi për Arsimin Fillor ,14,ELEKTRONIKË,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 191 , Mësuesi për Arsimin Fillor ,15,PËRPUNIM DRURI,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 191 , Mësuesi për Arsimin Fillor ,16,NDËRTIM,1.1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 191 , Mësuesi për Arsimin Fillor ,17,TEKSTIL-KONFEKSIONE,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 191 , Mësuesi për Arsimin Fillor ,18,TEKNOLOGJI USHQIMORE,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 191 , Mësuesi për Arsimin Fillor ,19,BUJQËSI,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 191 , Mësuesi për Arsimin Fillor ,20,SHËRBIME SOCIALE DHE SHËNDETSORE,1.1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 191 , Mësuesi për Arsimin Fillor ,21,VETERINARI,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 191 , Mësuesi për Arsimin Fillor ,22,GJEODEZI,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 191 , Mësuesi për Arsimin Fillor ,23,INSTALUES I SISTEMEVE TERMOHIDRAULIKE ,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 191 , Mësuesi për Arsimin Fillor ,24,LLOGARI,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 191 , Mësuesi për Arsimin Fillor ,25,SHËRBIME BANKARE,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 191 , Mësuesi për Arsimin Fillor ,26,ADMINSITRIM BIZNESI ,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 191 , Mësuesi për Arsimin Fillor ,27,RRJETE TË DHËNASH,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 191 , Mësuesi për Arsimin Fillor ,28,MBËSHTETJE E PËRDORUESVE TË TIK,1.2
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 191 , Mësuesi për Arsimin Fillor ,29,ELEKTRONIK NË TEKNOLOGJINË E AUTOMATIZIMIT ,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 191 , Mësuesi për Arsimin Fillor ,30,SILVIKULTURË,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 191 , Mësuesi për Arsimin Fillor ,31,"HARRY FULTZ, BIZNES",1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 191 , Mësuesi për Arsimin Fillor ,32,"HARRY FULTZ, ELEKTRONIKË",1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 191 , Mësuesi për Arsimin Fillor ,33,"HARRY FULTZ, AUTOMEKANIK",1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 191 , Mësuesi për Arsimin Fillor ,34,PETER MAHRINGER TEKNOLOGJI INFORMACIONI,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 191 , Mësuesi për Arsimin Fillor ,35,PROFILI IM S'ËSHTË NË LISTË,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 192 , Mësuesi për Arsimin Parashkollor ,1,GJIMNAZ,1.4
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 192 , Mësuesi për Arsimin Parashkollor ,2,GJIMNAZ ME KOHË TË SHKURTUAR,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 192 , Mësuesi për Arsimin Parashkollor ,3,SEKSION DY GJUHËSH SHQIP-FRËNGJISHT,1.4
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 192 , Mësuesi për Arsimin Parashkollor ,4,SEKSION DY GJUHËSH SHQIP-ITALISHT,1.4
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 192 , Mësuesi për Arsimin Parashkollor ,5,SEKSION DY GJUHËSH SHQIP-GJERMANISHT,1.4
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 192 , Mësuesi për Arsimin Parashkollor ,6,GJIMNAZ GJUHËSOR,1.3
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 192 , Mësuesi për Arsimin Parashkollor ,7,SHKOLLË ARTISTIKE/KOREOGRAFIKE,1.1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 192 , Mësuesi për Arsimin Parashkollor ,8,SHKOLLË SPORTIVE,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 192 , Mësuesi për Arsimin Parashkollor ,9,SHKOLLË PEDAGOGJIKE,1.4
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 192 , Mësuesi për Arsimin Parashkollor ,10,HOTELERI-TURIZËM,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 192 , Mësuesi për Arsimin Parashkollor ,11,SHËRBIME MJETESH TRANSPORTI,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 192 , Mësuesi për Arsimin Parashkollor ,12,MEKANIKË,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 192 , Mësuesi për Arsimin Parashkollor ,13,ELEKTROTEKNIKË,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 192 , Mësuesi për Arsimin Parashkollor ,14,ELEKTRONIKË,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 192 , Mësuesi për Arsimin Parashkollor ,15,PËRPUNIM DRURI,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 192 , Mësuesi për Arsimin Parashkollor ,16,NDËRTIM,1.1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 192 , Mësuesi për Arsimin Parashkollor ,17,TEKSTIL-KONFEKSIONE,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 192 , Mësuesi për Arsimin Parashkollor ,18,TEKNOLOGJI USHQIMORE,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 192 , Mësuesi për Arsimin Parashkollor ,19,BUJQËSI,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 192 , Mësuesi për Arsimin Parashkollor ,20,SHËRBIME SOCIALE DHE SHËNDETSORE,1.1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 192 , Mësuesi për Arsimin Parashkollor ,21,VETERINARI,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 192 , Mësuesi për Arsimin Parashkollor ,22,GJEODEZI,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 192 , Mësuesi për Arsimin Parashkollor ,23,INSTALUES I SISTEMEVE TERMOHIDRAULIKE ,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 192 , Mësuesi për Arsimin Parashkollor ,24,LLOGARI,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 192 , Mësuesi për Arsimin Parashkollor ,25,SHËRBIME BANKARE,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 192 , Mësuesi për Arsimin Parashkollor ,26,ADMINSITRIM BIZNESI ,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 192 , Mësuesi për Arsimin Parashkollor ,27,RRJETE TË DHËNASH,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 192 , Mësuesi për Arsimin Parashkollor ,28,MBËSHTETJE E PËRDORUESVE TË TIK,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 192 , Mësuesi për Arsimin Parashkollor ,29,ELEKTRONIK NË TEKNOLOGJINË E AUTOMATIZIMIT ,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 192 , Mësuesi për Arsimin Parashkollor ,30,SILVIKULTURË,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 192 , Mësuesi për Arsimin Parashkollor ,31,"HARRY FULTZ, BIZNES",1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE HUMANE, 192 , Mësuesi për Arsimin Parashkollor ,32,"HARRY FULTZ, ELEKTRONIKË",1
