"INSTITUCIONET E ARSIMIT
 TE LARTE PUBLIK",FAKULTETI,ID E PROGRAMIT TË  STUDIMIT ,"EMERTIMI I PROGRAMIT
 TË  STUDIMIT ",INDEKSI I PROFILIT,LLOJI SHKOLLES,KOEFICIENTET
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 053 , Prodhim Bimor ,19,BUJQËSI,1.4
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 053 , Prodhim Bimor ,20,SHËRBIME SOCIALE DHE SHËNDETSORE,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 053 , Prodhim Bimor ,21,VETERINARI,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 053 , Prodhim Bimor ,22,GJEODEZI,1.2
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 053 , Prodhim Bimor ,23,INSTALUES I SISTEMEVE TERMOHIDRAULIKE ,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 053 , Prodhim Bimor ,24,LLOGARI,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 053 , Prodhim Bimor ,25,SHËRBIME BANKARE,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 053 , Prodhim Bimor ,26,ADMINSITRIM BIZNESI ,1.2
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 053 , Prodhim Bimor ,27,RRJETE TË DHËNASH,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 053 , Prodhim Bimor ,28,MBËSHTETJE E PËRDORUESVE TË TIK,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 053 , Prodhim Bimor ,29,ELEKTRONIK NË TEKNOLOGJINË E AUTOMATIZIMIT ,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 053 , Prodhim Bimor ,30,SILVIKULTURË,1.3
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 053 , Prodhim Bimor ,31,"HARRY FULTZ, BIZNES",1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 053 , Prodhim Bimor ,32,"HARRY FULTZ, ELEKTRONIKË",1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 053 , Prodhim Bimor ,33,"HARRY FULTZ, AUTOMEKANIK",1.2
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 053 , Prodhim Bimor ,34,PETER MAHRINGER TEKNOLOGJI INFORMACIONI,1.2
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 053 , Prodhim Bimor ,35,PROFILI IM S'ËSHTË NË LISTË,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 054 , Zootekni dhe Biznes Blegtoral ,1,GJIMNAZ,1.4
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 054 , Zootekni dhe Biznes Blegtoral ,2,GJIMNAZ ME KOHË TË SHKURTUAR,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 054 , Zootekni dhe Biznes Blegtoral ,3,SEKSION DY GJUHËSH SHQIP-FRËNGJISHT,1.4
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 054 , Zootekni dhe Biznes Blegtoral ,4,SEKSION DY GJUHËSH SHQIP-ITALISHT,1.4
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 054 , Zootekni dhe Biznes Blegtoral ,5,SEKSION DY GJUHËSH SHQIP-GJERMANISHT,1.4
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 054 , Zootekni dhe Biznes Blegtoral ,6,GJIMNAZ GJUHËSOR,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 054 , Zootekni dhe Biznes Blegtoral ,7,SHKOLLË ARTISTIKE/KOREOGRAFIKE,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 054 , Zootekni dhe Biznes Blegtoral ,8,SHKOLLË SPORTIVE,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 054 , Zootekni dhe Biznes Blegtoral ,9,SHKOLLË PEDAGOGJIKE,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 054 , Zootekni dhe Biznes Blegtoral ,10,HOTELERI-TURIZËM,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 054 , Zootekni dhe Biznes Blegtoral ,11,SHËRBIME MJETESH TRANSPORTI,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 054 , Zootekni dhe Biznes Blegtoral ,12,MEKANIKË,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 054 , Zootekni dhe Biznes Blegtoral ,13,ELEKTROTEKNIKË,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 054 , Zootekni dhe Biznes Blegtoral ,14,ELEKTRONIKË,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 054 , Zootekni dhe Biznes Blegtoral ,15,PËRPUNIM DRURI,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 054 , Zootekni dhe Biznes Blegtoral ,16,NDËRTIM,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 054 , Zootekni dhe Biznes Blegtoral ,17,TEKSTIL-KONFEKSIONE,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 054 , Zootekni dhe Biznes Blegtoral ,18,TEKNOLOGJI USHQIMORE,1.2
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 054 , Zootekni dhe Biznes Blegtoral ,19,BUJQËSI,1.4
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 054 , Zootekni dhe Biznes Blegtoral ,20,SHËRBIME SOCIALE DHE SHËNDETSORE,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 054 , Zootekni dhe Biznes Blegtoral ,21,VETERINARI,1.3
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 054 , Zootekni dhe Biznes Blegtoral ,22,GJEODEZI,1.2
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 054 , Zootekni dhe Biznes Blegtoral ,23,INSTALUES I SISTEMEVE TERMOHIDRAULIKE ,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 054 , Zootekni dhe Biznes Blegtoral ,24,LLOGARI,1.2
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 054 , Zootekni dhe Biznes Blegtoral ,25,SHËRBIME BANKARE,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 054 , Zootekni dhe Biznes Blegtoral ,26,ADMINSITRIM BIZNESI ,1.3
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 054 , Zootekni dhe Biznes Blegtoral ,27,RRJETE TË DHËNASH,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 054 , Zootekni dhe Biznes Blegtoral ,28,MBËSHTETJE E PËRDORUESVE TË TIK,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 054 , Zootekni dhe Biznes Blegtoral ,29,ELEKTRONIK NË TEKNOLOGJINË E AUTOMATIZIMIT ,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 054 , Zootekni dhe Biznes Blegtoral ,30,SILVIKULTURË,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 054 , Zootekni dhe Biznes Blegtoral ,31,"HARRY FULTZ, BIZNES",1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 054 , Zootekni dhe Biznes Blegtoral ,32,"HARRY FULTZ, ELEKTRONIKË",1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 054 , Zootekni dhe Biznes Blegtoral ,33,"HARRY FULTZ, AUTOMEKANIK",1.2
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 054 , Zootekni dhe Biznes Blegtoral ,34,PETER MAHRINGER TEKNOLOGJI INFORMACIONI,1.2
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 054 , Zootekni dhe Biznes Blegtoral ,35,PROFILI IM S'ËSHTË NË LISTË,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 055 , Akuakulturë dhe Menaxhim Peshkimi ,1,GJIMNAZ,1.4
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 055 , Akuakulturë dhe Menaxhim Peshkimi ,2,GJIMNAZ ME KOHË TË SHKURTUAR,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 055 , Akuakulturë dhe Menaxhim Peshkimi ,3,SEKSION DY GJUHËSH SHQIP-FRËNGJISHT,1.4
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 055 , Akuakulturë dhe Menaxhim Peshkimi ,4,SEKSION DY GJUHËSH SHQIP-ITALISHT,1.4
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 055 , Akuakulturë dhe Menaxhim Peshkimi ,5,SEKSION DY GJUHËSH SHQIP-GJERMANISHT,1.4
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 055 , Akuakulturë dhe Menaxhim Peshkimi ,6,GJIMNAZ GJUHËSOR,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 055 , Akuakulturë dhe Menaxhim Peshkimi ,7,SHKOLLË ARTISTIKE/KOREOGRAFIKE,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 055 , Akuakulturë dhe Menaxhim Peshkimi ,8,SHKOLLË SPORTIVE,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 055 , Akuakulturë dhe Menaxhim Peshkimi ,9,SHKOLLË PEDAGOGJIKE,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 055 , Akuakulturë dhe Menaxhim Peshkimi ,10,HOTELERI-TURIZËM,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 055 , Akuakulturë dhe Menaxhim Peshkimi ,11,SHËRBIME MJETESH TRANSPORTI,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 055 , Akuakulturë dhe Menaxhim Peshkimi ,12,MEKANIKË,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 055 , Akuakulturë dhe Menaxhim Peshkimi ,13,ELEKTROTEKNIKË,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 055 , Akuakulturë dhe Menaxhim Peshkimi ,14,ELEKTRONIKË,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 055 , Akuakulturë dhe Menaxhim Peshkimi ,15,PËRPUNIM DRURI,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 055 , Akuakulturë dhe Menaxhim Peshkimi ,16,NDËRTIM,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 055 , Akuakulturë dhe Menaxhim Peshkimi ,17,TEKSTIL-KONFEKSIONE,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 055 , Akuakulturë dhe Menaxhim Peshkimi ,18,TEKNOLOGJI USHQIMORE,1.2
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 055 , Akuakulturë dhe Menaxhim Peshkimi ,19,BUJQËSI,1.4
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 055 , Akuakulturë dhe Menaxhim Peshkimi ,20,SHËRBIME SOCIALE DHE SHËNDETSORE,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 055 , Akuakulturë dhe Menaxhim Peshkimi ,21,VETERINARI,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 055 , Akuakulturë dhe Menaxhim Peshkimi ,22,GJEODEZI,1.2
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 055 , Akuakulturë dhe Menaxhim Peshkimi ,23,INSTALUES I SISTEMEVE TERMOHIDRAULIKE ,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 055 , Akuakulturë dhe Menaxhim Peshkimi ,24,LLOGARI,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 055 , Akuakulturë dhe Menaxhim Peshkimi ,25,SHËRBIME BANKARE,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 055 , Akuakulturë dhe Menaxhim Peshkimi ,26,ADMINSITRIM BIZNESI ,1.2
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 055 , Akuakulturë dhe Menaxhim Peshkimi ,27,RRJETE TË DHËNASH,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 055 , Akuakulturë dhe Menaxhim Peshkimi ,28,MBËSHTETJE E PËRDORUESVE TË TIK,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 055 , Akuakulturë dhe Menaxhim Peshkimi ,29,ELEKTRONIK NË TEKNOLOGJINË E AUTOMATIZIMIT ,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 055 , Akuakulturë dhe Menaxhim Peshkimi ,30,SILVIKULTURË,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 055 , Akuakulturë dhe Menaxhim Peshkimi ,31,"HARRY FULTZ, BIZNES",1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 055 , Akuakulturë dhe Menaxhim Peshkimi ,32,"HARRY FULTZ, ELEKTRONIKË",1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 055 , Akuakulturë dhe Menaxhim Peshkimi ,33,"HARRY FULTZ, AUTOMEKANIK",1.2
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 055 , Akuakulturë dhe Menaxhim Peshkimi ,34,PETER MAHRINGER TEKNOLOGJI INFORMACIONI,1.2
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 055 , Akuakulturë dhe Menaxhim Peshkimi ,35,PROFILI IM S'ËSHTË NË LISTË,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 056 , Agromjedis dhe Ekologji ,1,GJIMNAZ,1.4
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 056 , Agromjedis dhe Ekologji ,2,GJIMNAZ ME KOHË TË SHKURTUAR,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 056 , Agromjedis dhe Ekologji ,3,SEKSION DY GJUHËSH SHQIP-FRËNGJISHT,1.4
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 056 , Agromjedis dhe Ekologji ,4,SEKSION DY GJUHËSH SHQIP-ITALISHT,1.4
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 056 , Agromjedis dhe Ekologji ,5,SEKSION DY GJUHËSH SHQIP-GJERMANISHT,1.4
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 056 , Agromjedis dhe Ekologji ,6,GJIMNAZ GJUHËSOR,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 056 , Agromjedis dhe Ekologji ,7,SHKOLLË ARTISTIKE/KOREOGRAFIKE,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 056 , Agromjedis dhe Ekologji ,8,SHKOLLË SPORTIVE,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 056 , Agromjedis dhe Ekologji ,9,SHKOLLË PEDAGOGJIKE,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 056 , Agromjedis dhe Ekologji ,10,HOTELERI-TURIZËM,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 056 , Agromjedis dhe Ekologji ,11,SHËRBIME MJETESH TRANSPORTI,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 056 , Agromjedis dhe Ekologji ,12,MEKANIKË,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 056 , Agromjedis dhe Ekologji ,13,ELEKTROTEKNIKË,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 056 , Agromjedis dhe Ekologji ,14,ELEKTRONIKË,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 056 , Agromjedis dhe Ekologji ,15,PËRPUNIM DRURI,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 056 , Agromjedis dhe Ekologji ,16,NDËRTIM,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 056 , Agromjedis dhe Ekologji ,17,TEKSTIL-KONFEKSIONE,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 056 , Agromjedis dhe Ekologji ,18,TEKNOLOGJI USHQIMORE,1.2
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 056 , Agromjedis dhe Ekologji ,19,BUJQËSI,1.4
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 056 , Agromjedis dhe Ekologji ,20,SHËRBIME SOCIALE DHE SHËNDETSORE,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 056 , Agromjedis dhe Ekologji ,21,VETERINARI,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 056 , Agromjedis dhe Ekologji ,22,GJEODEZI,1.2
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 056 , Agromjedis dhe Ekologji ,23,INSTALUES I SISTEMEVE TERMOHIDRAULIKE ,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 056 , Agromjedis dhe Ekologji ,24,LLOGARI,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 056 , Agromjedis dhe Ekologji ,25,SHËRBIME BANKARE,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 056 , Agromjedis dhe Ekologji ,26,ADMINSITRIM BIZNESI ,1.2
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 056 , Agromjedis dhe Ekologji ,27,RRJETE TË DHËNASH,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 056 , Agromjedis dhe Ekologji ,28,MBËSHTETJE E PËRDORUESVE TË TIK,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 056 , Agromjedis dhe Ekologji ,29,ELEKTRONIK NË TEKNOLOGJINË E AUTOMATIZIMIT ,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 056 , Agromjedis dhe Ekologji ,30,SILVIKULTURË,1.2
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 056 , Agromjedis dhe Ekologji ,31,"HARRY FULTZ, BIZNES",1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 056 , Agromjedis dhe Ekologji ,32,"HARRY FULTZ, ELEKTRONIKË",1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 056 , Agromjedis dhe Ekologji ,33,"HARRY FULTZ, AUTOMEKANIK",1.2
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 056 , Agromjedis dhe Ekologji ,34,PETER MAHRINGER TEKNOLOGJI INFORMACIONI,1.2
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 056 , Agromjedis dhe Ekologji ,35,PROFILI IM S'ËSHTË NË LISTË,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 057 , Inxhinieri Agrare - Agromekanizim ,1,GJIMNAZ,1.4
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 057 , Inxhinieri Agrare - Agromekanizim ,2,GJIMNAZ ME KOHË TË SHKURTUAR,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 057 , Inxhinieri Agrare - Agromekanizim ,3,SEKSION DY GJUHËSH SHQIP-FRËNGJISHT,1.4
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 057 , Inxhinieri Agrare - Agromekanizim ,4,SEKSION DY GJUHËSH SHQIP-ITALISHT,1.4
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 057 , Inxhinieri Agrare - Agromekanizim ,5,SEKSION DY GJUHËSH SHQIP-GJERMANISHT,1.4
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 057 , Inxhinieri Agrare - Agromekanizim ,6,GJIMNAZ GJUHËSOR,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 057 , Inxhinieri Agrare - Agromekanizim ,7,SHKOLLË ARTISTIKE/KOREOGRAFIKE,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 057 , Inxhinieri Agrare - Agromekanizim ,8,SHKOLLË SPORTIVE,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 057 , Inxhinieri Agrare - Agromekanizim ,9,SHKOLLË PEDAGOGJIKE,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 057 , Inxhinieri Agrare - Agromekanizim ,10,HOTELERI-TURIZËM,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 057 , Inxhinieri Agrare - Agromekanizim ,11,SHËRBIME MJETESH TRANSPORTI,1.3
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 057 , Inxhinieri Agrare - Agromekanizim ,12,MEKANIKË,1.4
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 057 , Inxhinieri Agrare - Agromekanizim ,13,ELEKTROTEKNIKË,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 057 , Inxhinieri Agrare - Agromekanizim ,14,ELEKTRONIKË,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 057 , Inxhinieri Agrare - Agromekanizim ,15,PËRPUNIM DRURI,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 057 , Inxhinieri Agrare - Agromekanizim ,16,NDËRTIM,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 057 , Inxhinieri Agrare - Agromekanizim ,17,TEKSTIL-KONFEKSIONE,1
