"INSTITUCIONET E ARSIMIT
 TE LARTE PUBLIK",FAKULTETI,ID E PROGRAMIT TË  STUDIMIT ,"EMERTIMI I PROGRAMIT
 TË  STUDIMIT ",INDEKSI I LENDES,LENDET ME ZGJEDHJE,KOEFICIENTET,SHENIM
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 107 , Gjuhë Angleze ,83,"Gjermanisht, Gjuhë e huaj e dytë",1.1,Kjo lëndë vlen vetëm për kandidatët e viteve të kaluara (A1Z)
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 107 , Gjuhë Angleze ,84,"Spanjisht, Gjuhë e huaj e dytë",1.1,Kjo lëndë vlen vetëm për kandidatët e viteve të kaluara (A1Z)
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 107 , Gjuhë Angleze ,85,"Greqisht, Gjuhë e huaj e dytë",1.1,Kjo lëndë vlen vetëm për kandidatët e viteve të kaluara (A1Z)
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 107 , Gjuhë Angleze ,86,"Turqisht, Gjuhë e huaj e dytë",1.1,Kjo lëndë vlen vetëm për kandidatët e viteve të kaluara (A1Z)
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,1,ANGLISHT,1.3,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,2,ITALISHT,1.3,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,3,FRENGJISHT,1.3,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,4,GJERMANISHT,1.3,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,5,SPANJISHT,1.3,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,6,GREQISHT,1.3,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,7,TURQISHT,1.3,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,8,LETËRSI E THELLUAR,1.4,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,9,MATEMATIKË E THELLUAR,1.1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,10,KIMI BËRTHAMË,1.1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,11,KIMI E THELLUAR,1.2,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,12,FIZIKË BËRTHAMË,1.1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,13,FIZIKË E THELLUAR,1.2,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,14,BIOLOGJI BËRTHAMË,1.1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,15,BIOLOGJI E THELLUAR,1.2,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,16,HISTORI BËRTHAMË,1.2,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,17,HISTORI E THELLUAR,1.3,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,18,GJEOGRAFI BËRTHAMË,1.2,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,19,GJEOGRAFI E THELLUAR,1.3,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,20,EKONOMI BËRTHAMË,1.1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,21,EKONOMI E THELLUAR,1.2,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,22,TEKNOLOGJI BËRTHAMË,1.1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,23,TEKNOLOGJI E THELLUAR,1.2,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,24,QYTETARI,1.2,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,25,PSIKOLOGJI,1.3,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,26,FILOZOFI,1.3,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,27,SOCIOLOGJI,1.3,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,28,HISTORI MUZIKE,1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,29,HISTORI ARTI,1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,30,HISTORI BALETI,1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,31,ADMINISTRIM BIZNESI,1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,32,BUJQËSI,1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,33,ELEKTRONIK NË TEKNOLOGJINË E AUTOMATIZIMIT,1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,34,ELEKTRONIKË,1.1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,35,ELEKTROTEKNIKË,1.1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,36,GJEODEZI,1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,37,"HARRY FULTZ, AUTOMEKANIK",1.1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,38,"HARRY FULTZ, BIZNES",1.1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,39,"HARRY FULTZ, ELEKTRONIKË",1.1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,40,HOTELERI-TURIZËM,1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,41,INSTALUES I SISTEMEVE TERMOHIDRAULIKE,1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,42,LLOGARI,1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,43,MBËSHTETJE E PËRDORUESVE TË TIK,1.2,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,44,MEKANIKË,1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,45,NDËRTIM,1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,46,"PETER MAHRINGER, TEKNOLOGJI INFORMACIONI",1.2,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,47,PËRPUNIM DRURI,1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,48,RRJETE TË DHËNASH,1.1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,49,SILVIKULTURË,1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,50,SHËRBIME BANKARE,1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,51,SHËRBIME MJETESH TRANSPORTI,1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,52,SHËRBIME SOCIALE DHE SHËNDETSORE,1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,53,TEKNOLOGJI USHQIMORE,1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,54,TEKSTIL-KONFEKSIONE,1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,55,VETERINARI,1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,67,FIZIKË ITALISHT,1.1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,68,HISTORI ITALISHT,1.2,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,69,GJEOGRAFI GJERMANISHT,1.3,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,80,"Anglisht, Gjuhë e huaj e dytë",1.1,Kjo lëndë vlen vetëm për kandidatët e viteve të kaluara (A1Z)
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,81,"Italisht, Gjuhë e huaj e dytë",1.1,Kjo lëndë vlen vetëm për kandidatët e viteve të kaluara (A1Z)
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,82,"Frengjisht, Gjuhë e huaj e dytë",1.1,Kjo lëndë vlen vetëm për kandidatët e viteve të kaluara (A1Z)
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,83,"Gjermanisht, Gjuhë e huaj e dytë",1.1,Kjo lëndë vlen vetëm për kandidatët e viteve të kaluara (A1Z)
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,84,"Spanjisht, Gjuhë e huaj e dytë",1.1,Kjo lëndë vlen vetëm për kandidatët e viteve të kaluara (A1Z)
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,85,"Greqisht, Gjuhë e huaj e dytë",1.1,Kjo lëndë vlen vetëm për kandidatët e viteve të kaluara (A1Z)
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 108 , Gjuhë Frënge ,86,"Turqisht, Gjuhë e huaj e dytë",1.1,Kjo lëndë vlen vetëm për kandidatët e viteve të kaluara (A1Z)
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,1,ANGLISHT,1.3,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,2,ITALISHT,1.3,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,3,FRENGJISHT,1.3,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,4,GJERMANISHT,1.3,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,5,SPANJISHT,1.3,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,6,GREQISHT,1.3,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,7,TURQISHT,1.3,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,8,LETËRSI E THELLUAR,1.4,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,9,MATEMATIKË E THELLUAR,1.1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,10,KIMI BËRTHAMË,1.1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,11,KIMI E THELLUAR,1.2,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,12,FIZIKË BËRTHAMË,1.1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,13,FIZIKË E THELLUAR,1.2,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,14,BIOLOGJI BËRTHAMË,1.1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,15,BIOLOGJI E THELLUAR,1.2,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,16,HISTORI BËRTHAMË,1.2,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,17,HISTORI E THELLUAR,1.3,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,18,GJEOGRAFI BËRTHAMË,1.2,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,19,GJEOGRAFI E THELLUAR,1.3,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,20,EKONOMI BËRTHAMË,1.1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,21,EKONOMI E THELLUAR,1.2,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,22,TEKNOLOGJI BËRTHAMË,1.1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,23,TEKNOLOGJI E THELLUAR,1.2,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,24,QYTETARI,1.2,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,25,PSIKOLOGJI,1.3,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,26,FILOZOFI,1.3,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,27,SOCIOLOGJI,1.3,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,28,HISTORI MUZIKE,1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,29,HISTORI ARTI,1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,30,HISTORI BALETI,1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,31,ADMINISTRIM BIZNESI,1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,32,BUJQËSI,1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,33,ELEKTRONIK NË TEKNOLOGJINË E AUTOMATIZIMIT,1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,34,ELEKTRONIKË,1.1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,35,ELEKTROTEKNIKË,1.1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,36,GJEODEZI,1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,37,"HARRY FULTZ, AUTOMEKANIK",1.1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,38,"HARRY FULTZ, BIZNES",1.1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,39,"HARRY FULTZ, ELEKTRONIKË",1.1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,40,HOTELERI-TURIZËM,1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,41,INSTALUES I SISTEMEVE TERMOHIDRAULIKE,1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,42,LLOGARI,1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,43,MBËSHTETJE E PËRDORUESVE TË TIK,1.2,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,44,MEKANIKË,1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,45,NDËRTIM,1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,46,"PETER MAHRINGER, TEKNOLOGJI INFORMACIONI",1.2,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,47,PËRPUNIM DRURI,1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,48,RRJETE TË DHËNASH,1.1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,49,SILVIKULTURË,1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,50,SHËRBIME BANKARE,1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,51,SHËRBIME MJETESH TRANSPORTI,1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,52,SHËRBIME SOCIALE DHE SHËNDETSORE,1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,53,TEKNOLOGJI USHQIMORE,1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,54,TEKSTIL-KONFEKSIONE,1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,55,VETERINARI,1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,67,FIZIKË ITALISHT,1.1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,68,HISTORI ITALISHT,1.2,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,69,GJEOGRAFI GJERMANISHT,1.3,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,80,"Anglisht, Gjuhë e huaj e dytë",1.1,Kjo lëndë vlen vetëm për kandidatët e viteve të kaluara (A1Z)
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,81,"Italisht, Gjuhë e huaj e dytë",1.1,Kjo lëndë vlen vetëm për kandidatët e viteve të kaluara (A1Z)
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,82,"Frengjisht, Gjuhë e huaj e dytë",1.1,Kjo lëndë vlen vetëm për kandidatët e viteve të kaluara (A1Z)
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,83,"Gjermanisht, Gjuhë e huaj e dytë",1.1,Kjo lëndë vlen vetëm për kandidatët e viteve të kaluara (A1Z)
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,84,"Spanjisht, Gjuhë e huaj e dytë",1.1,Kjo lëndë vlen vetëm për kandidatët e viteve të kaluara (A1Z)
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,85,"Greqisht, Gjuhë e huaj e dytë",1.1,Kjo lëndë vlen vetëm për kandidatët e viteve të kaluara (A1Z)
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 109 , Gjuhë Italiane ,86,"Turqisht, Gjuhë e huaj e dytë",1.1,Kjo lëndë vlen vetëm për kandidatët e viteve të kaluara (A1Z)
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 110 , Gazetari ,1,ANGLISHT,1.3,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 110 , Gazetari ,2,ITALISHT,1.3,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 110 , Gazetari ,3,FRENGJISHT,1.3,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 110 , Gazetari ,4,GJERMANISHT,1.3,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 110 , Gazetari ,5,SPANJISHT,1.3,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 110 , Gazetari ,6,GREQISHT,1.3,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 110 , Gazetari ,7,TURQISHT,1.3,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 110 , Gazetari ,8,LETËRSI E THELLUAR,1.4,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 110 , Gazetari ,9,MATEMATIKË E THELLUAR,1.1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 110 , Gazetari ,10,KIMI BËRTHAMË,1.1,
UNIVERSITETI I ELBASANIT “Aleksandër Xhuvani”,FAKULTETI I SHKENCAVE HUMANE, 110 , Gazetari ,11,KIMI E THELLUAR,1.2,
