"INSTITUCIONET E ARSIMIT
 TE LARTE PUBLIK",FAKULTETI,ID E PROGRAMIT TË  STUDIMIT ,"EMERTIMI I PROGRAMIT
 TË  STUDIMIT ",INDEKSI I LENDES,LENDET ME ZGJEDHJE,KOEFICIENTET,SHENIM
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,1,ANGLISHT,1.4,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,2,ITALISHT,1.4,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,3,FRENGJISHT,1.4,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,4,GJERMANISHT,1.4,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,5,SPANJISHT,1.4,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,6,GREQISHT,1.4,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,7,TURQISHT,1.4,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,8,LETËRSI E THELLUAR,1.4,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,9,MATEMATIKË E THELLUAR,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,10,KIMI BËRTHAMË,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,11,KIMI E THELLUAR,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,12,FIZIKË BËRTHAMË,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,13,FIZIKË E THELLUAR,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,14,BIOLOGJI BËRTHAMË,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,15,BIOLOGJI E THELLUAR,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,16,HISTORI BËRTHAMË,1.4,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,17,HISTORI E THELLUAR,1.4,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,18,GJEOGRAFI BËRTHAMË,1.4,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,19,GJEOGRAFI E THELLUAR,1.4,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,20,EKONOMI BËRTHAMË,1.1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,21,EKONOMI E THELLUAR,1.1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,22,TEKNOLOGJI BËRTHAMË,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,23,TEKNOLOGJI E THELLUAR,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,24,QYTETARI,1.2,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,25,PSIKOLOGJI,1.3,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,26,FILOZOFI,1.4,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,27,SOCIOLOGJI,1.3,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,28,HISTORI MUZIKE,1.1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,29,HISTORI ARTI,1.1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,30,HISTORI BALETI,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,31,ADMINISTRIM BIZNESI,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,32,BUJQËSI,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,33,ELEKTRONIK NË TEKNOLOGJINË E AUTOMATIZIMIT,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,34,ELEKTRONIKË,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,35,ELEKTROTEKNIKË,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,36,GJEODEZI,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,37,"HARRY FULTZ, AUTOMEKANIK",1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,38,"HARRY FULTZ, BIZNES",1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,39,"HARRY FULTZ, ELEKTRONIKË",1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,40,HOTELERI-TURIZËM,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,41,INSTALUES I SISTEMEVE TERMOHIDRAULIKE,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,42,LLOGARI,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,43,MBËSHTETJE E PËRDORUESVE TË TIK,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,44,MEKANIKË,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,45,NDËRTIM,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,46,"PETER MAHRINGER, TEKNOLOGJI INFORMACIONI",1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,47,PËRPUNIM DRURI,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,48,RRJETE TË DHËNASH,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,49,SILVIKULTURË,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,50,SHËRBIME BANKARE,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,51,SHËRBIME MJETESH TRANSPORTI,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,52,SHËRBIME SOCIALE DHE SHËNDETSORE,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,53,TEKNOLOGJI USHQIMORE,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,54,TEKSTIL-KONFEKSIONE,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,55,VETERINARI,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,67,FIZIKË ITALISHT,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,68,HISTORI ITALISHT,1.4,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,69,GJEOGRAFI GJERMANISHT,1.4,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,80,"Anglisht, Gjuhë e huaj e dytë",1.4,Kjo lëndë vlen vetëm për kandidatët e viteve të kaluara (A1Z)
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,81,"Italisht, Gjuhë e huaj e dytë",1.4,Kjo lëndë vlen vetëm për kandidatët e viteve të kaluara (A1Z)
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,82,"Frengjisht, Gjuhë e huaj e dytë",1.4,Kjo lëndë vlen vetëm për kandidatët e viteve të kaluara (A1Z)
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,83,"Gjermanisht, Gjuhë e huaj e dytë",1.4,Kjo lëndë vlen vetëm për kandidatët e viteve të kaluara (A1Z)
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,84,"Spanjisht, Gjuhë e huaj e dytë",1.4,Kjo lëndë vlen vetëm për kandidatët e viteve të kaluara (A1Z)
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,85,"Greqisht, Gjuhë e huaj e dytë",1.4,Kjo lëndë vlen vetëm për kandidatët e viteve të kaluara (A1Z)
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,001, Histori ,86,"Turqisht, Gjuhë e huaj e dytë",1.4,Kjo lëndë vlen vetëm për kandidatët e viteve të kaluara (A1Z)
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,1,ANGLISHT,1.4,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,2,ITALISHT,1.4,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,3,FRENGJISHT,1.4,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,4,GJERMANISHT,1.4,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,5,SPANJISHT,1.4,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,6,GREQISHT,1.4,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,7,TURQISHT,1.4,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,8,LETËRSI E THELLUAR,1.4,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,9,MATEMATIKË E THELLUAR,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,10,KIMI BËRTHAMË,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,11,KIMI E THELLUAR,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,12,FIZIKË BËRTHAMË,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,13,FIZIKË E THELLUAR,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,14,BIOLOGJI BËRTHAMË,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,15,BIOLOGJI E THELLUAR,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,16,HISTORI BËRTHAMË,1.4,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,17,HISTORI E THELLUAR,1.4,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,18,GJEOGRAFI BËRTHAMË,1.4,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,19,GJEOGRAFI E THELLUAR,1.4,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,20,EKONOMI BËRTHAMË,1.1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,21,EKONOMI E THELLUAR,1.1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,22,TEKNOLOGJI BËRTHAMË,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,23,TEKNOLOGJI E THELLUAR,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,24,QYTETARI,1.2,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,25,PSIKOLOGJI,1.3,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,26,FILOZOFI,1.4,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,27,SOCIOLOGJI,1.3,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,28,HISTORI MUZIKE,1.1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,29,HISTORI ARTI,1.1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,30,HISTORI BALETI,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,31,ADMINISTRIM BIZNESI,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,32,BUJQËSI,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,33,ELEKTRONIK NË TEKNOLOGJINË E AUTOMATIZIMIT,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,34,ELEKTRONIKË,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,35,ELEKTROTEKNIKË,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,36,GJEODEZI,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,37,"HARRY FULTZ, AUTOMEKANIK",1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,38,"HARRY FULTZ, BIZNES",1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,39,"HARRY FULTZ, ELEKTRONIKË",1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,40,HOTELERI-TURIZËM,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,41,INSTALUES I SISTEMEVE TERMOHIDRAULIKE,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,42,LLOGARI,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,43,MBËSHTETJE E PËRDORUESVE TË TIK,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,44,MEKANIKË,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,45,NDËRTIM,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,46,"PETER MAHRINGER, TEKNOLOGJI INFORMACIONI",1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,47,PËRPUNIM DRURI,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,48,RRJETE TË DHËNASH,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,49,SILVIKULTURË,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,50,SHËRBIME BANKARE,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,51,SHËRBIME MJETESH TRANSPORTI,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,52,SHËRBIME SOCIALE DHE SHËNDETSORE,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,53,TEKNOLOGJI USHQIMORE,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,54,TEKSTIL-KONFEKSIONE,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,55,VETERINARI,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,67,FIZIKË ITALISHT,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,68,HISTORI ITALISHT,1.4,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,69,GJEOGRAFI GJERMANISHT,1.4,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,80,"Anglisht, Gjuhë e huaj e dytë",1.4,Kjo lëndë vlen vetëm për kandidatët e viteve të kaluara (A1Z)
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,81,"Italisht, Gjuhë e huaj e dytë",1.4,Kjo lëndë vlen vetëm për kandidatët e viteve të kaluara (A1Z)
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,82,"Frengjisht, Gjuhë e huaj e dytë",1.4,Kjo lëndë vlen vetëm për kandidatët e viteve të kaluara (A1Z)
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,83,"Gjermanisht, Gjuhë e huaj e dytë",1.4,Kjo lëndë vlen vetëm për kandidatët e viteve të kaluara (A1Z)
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,84,"Spanjisht, Gjuhë e huaj e dytë",1.4,Kjo lëndë vlen vetëm për kandidatët e viteve të kaluara (A1Z)
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,85,"Greqisht, Gjuhë e huaj e dytë",1.4,Kjo lëndë vlen vetëm për kandidatët e viteve të kaluara (A1Z)
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,002, Gjeografi ,86,"Turqisht, Gjuhë e huaj e dytë",1.4,Kjo lëndë vlen vetëm për kandidatët e viteve të kaluara (A1Z)
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,1,ANGLISHT,1.4,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,2,ITALISHT,1.4,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,3,FRENGJISHT,1.4,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,4,GJERMANISHT,1.4,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,5,SPANJISHT,1.4,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,6,GREQISHT,1.4,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,7,TURQISHT,1.4,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,8,LETËRSI E THELLUAR,1.4,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,9,MATEMATIKË E THELLUAR,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,10,KIMI BËRTHAMË,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,11,KIMI E THELLUAR,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,12,FIZIKË BËRTHAMË,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,13,FIZIKË E THELLUAR,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,14,BIOLOGJI BËRTHAMË,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,15,BIOLOGJI E THELLUAR,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,16,HISTORI BËRTHAMË,1.4,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,17,HISTORI E THELLUAR,1.4,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,18,GJEOGRAFI BËRTHAMË,1.4,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,19,GJEOGRAFI E THELLUAR,1.4,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,20,EKONOMI BËRTHAMË,1.1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,21,EKONOMI E THELLUAR,1.1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,22,TEKNOLOGJI BËRTHAMË,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,23,TEKNOLOGJI E THELLUAR,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,24,QYTETARI,1.2,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,25,PSIKOLOGJI,1.3,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,26,FILOZOFI,1.4,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,27,SOCIOLOGJI,1.3,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,28,HISTORI MUZIKE,1.1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,29,HISTORI ARTI,1.1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,30,HISTORI BALETI,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,31,ADMINISTRIM BIZNESI,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,32,BUJQËSI,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,33,ELEKTRONIK NË TEKNOLOGJINË E AUTOMATIZIMIT,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,34,ELEKTRONIKË,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,35,ELEKTROTEKNIKË,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,36,GJEODEZI,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,37,"HARRY FULTZ, AUTOMEKANIK",1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,38,"HARRY FULTZ, BIZNES",1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,39,"HARRY FULTZ, ELEKTRONIKË",1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,40,HOTELERI-TURIZËM,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,41,INSTALUES I SISTEMEVE TERMOHIDRAULIKE,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,42,LLOGARI,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,43,MBËSHTETJE E PËRDORUESVE TË TIK,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,44,MEKANIKË,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,45,NDËRTIM,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,46,"PETER MAHRINGER, TEKNOLOGJI INFORMACIONI",1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,47,PËRPUNIM DRURI,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,48,RRJETE TË DHËNASH,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,49,SILVIKULTURË,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,50,SHËRBIME BANKARE,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,51,SHËRBIME MJETESH TRANSPORTI,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,52,SHËRBIME SOCIALE DHE SHËNDETSORE,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,53,TEKNOLOGJI USHQIMORE,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,54,TEKSTIL-KONFEKSIONE,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,55,VETERINARI,1,
UNIVERSITETI I TIRANËS,FAKULTETI  HISTORI - FILOLOGJI,003, Gjuhë - Letërsi ,67,FIZIKË ITALISHT,1,
